timestamp,broad_income,prior_taxable_income,prior_rate,new_rate,response_number,raw_response,parsed_income,implied_eti
2024-11-05 14:27:55,200000,150000.0,0.25,0.15,1,"$170,000",170000.0,1.0000000000000002
2024-11-05 14:27:55,200000,150000.0,0.25,0.15,2,"$170,000",170000.0,1.0000000000000002
2024-11-05 14:27:55,200000,150000.0,0.25,0.15,3,"$170,000",170000.0,1.0000000000000002
2024-11-05 14:27:55,200000,150000.0,0.25,0.2,1,"$160,000",160000.0,0.9999999999999992
2024-11-05 14:27:55,200000,150000.0,0.25,0.2,2,"$160,000",160000.0,0.9999999999999992
2024-11-05 14:27:55,200000,150000.0,0.25,0.2,3,"$160,000",160000.0,0.9999999999999992
2024-11-05 14:27:55,200000,150000.0,0.25,0.25,1,"$150,000",150000.0,
2024-11-05 14:27:55,200000,150000.0,0.25,0.25,2,"$150,000",150000.0,
2024-11-05 14:27:55,200000,150000.0,0.25,0.25,3,"$150,000",150000.0,
2024-11-05 14:27:56,200000,150000.0,0.25,0.30000000000000004,1,"$140,000",140000.0,0.9999999999999992
2024-11-05 14:27:56,200000,150000.0,0.25,0.30000000000000004,2,"$130,000",130000.0,1.9999999999999984
2024-11-05 14:27:56,200000,150000.0,0.25,0.30000000000000004,3,"$140,000",140000.0,0.9999999999999992
2024-11-05 14:27:58,200000,150000.0,0.25,0.3500000000000001,1,"$130,000",130000.0,0.9999999999999992
2024-11-05 14:27:58,200000,150000.0,0.25,0.3500000000000001,2,"$130,000",130000.0,0.9999999999999992
2024-11-05 14:27:58,200000,150000.0,0.25,0.3500000000000001,3,"$115,000",115000.0,1.7499999999999987
